"uf";"nome_munic";"populacao"
"PI";"Santa Cruz do Piauí";6247
"PI";"Santa Cruz dos Milagres";4033
"PI";"Santa Filomena";6254
"PI";"Santa Luz";5882
"PI";"Santana do Piauí";4642
"PI";"Santa Rosa do Piauí";5255
"PI";"Santo Antônio de Lisboa";6441
"PI";"Santo Antônio dos Milagres";2166
"PI";"Santo Inácio do Piauí";3803
"PI";"São Braz do Piauí";4451
"PI";"São Félix do Piauí";2932
"PI";"São Francisco de Assis do Piauí";5779
"PI";"São Francisco do Piauí";6420
"PI";"São Gonçalo do Gurguéia";3057
"PI";"São Gonçalo do Piauí";5030
"PI";"São João da Canabrava";4614
"PI";"São João da Fronteira";6064
"PI";"São João da Serra";6122
"PI";"São João da Varjota";4848
"PI";"São João do Arraial";8038
"PI";"São João do Piauí";20662
"PI";"São José do Divino";5354
"PI";"São José do Peixe";3741
"PI";"São José do Piauí";6700
"PI";"São Julião";6371
"PI";"São Lourenço do Piauí";4577
"PI";"São Luis do Piauí";2646
"PI";"São Miguel da Baixa Grande";2454
"PI";"São Miguel do Fidalgo";3038
"PI";"São Miguel do Tapuio";17639
"PI";"São Pedro do Piauí";14324
"PI";"São Raimundo Nonato";34877
"PI";"Sebastião Barros";3451
"PI";"Sebastião Leal";4303
"PI";"Sigefredo Pacheco";10058
"PI";"Simões";14649
"PI";"Simplício Mendes";12746
"PI";"Socorro do Piauí";4563
"PI";"Sussuapara";6767
"PI";"Tamboril do Piauí";2929
"PI";"Tanque do Piauí";2773
"PI";"Teresina";868075
"PI";"União";44569
"PI";"Uruçuí";21655
"PI";"Valença do Piauí";20929
"PI";"Várzea Branca";4938
"PI";"Várzea Grande";4386
"PI";"Vera Mendes";3080
"PI";"Vila Nova do Piauí";2952
"PI";"Wall Ferraz";4471
"CE";"Abaiara";11853
"CE";"Acarape";15036
"CE";"Acaraú";63104
"CE";"Acopiara";54481
"CE";"Aiuaba";17493
"CE";"Alcântaras";11781
"CE";"Altaneira";7650
"CE";"Alto Santo";17196
"CE";"Amontada";43829
"CE";"Antonina do Norte";7378
"CE";"Apuiarés";14672
"CE";"Aquiraz";80935
"CE";"Aracati";74975
"CE";"Aracoiaba";26535
"CE";"Ararendá";10959
"CE";"Araripe";21654
"CE";"Aratuba";11802
"CE";"Arneiroz";7844
"CE";"Assaré";23478
"CE";"Aurora";24610
"CE";"Baixio";6303
"CE";"Banabuiú";18256
"CE";"Barbalha";61228
"CE";"Barreira";22573
"CE";"Barro";22758
"CE";"Barroquinha";15044
"CE";"Baturité";35941
"CE";"Beberibe";53949
"CE";"Bela Cruz";32722
"CE";"Boa Viagem";54577
"CE";"Brejo Santo";49842
"CE";"Camocim";63907
"CE";"Campos Sales";27470
"CE";"Canindé";77244
"CE";"Capistrano";17786
"CE";"Caridade";22782
"CE";"Cariré";18459
"CE";"Caririaçu";26987
"CE";"Cariús";18699
"CE";"Carnaubal";17685
"CE";"Cascavel";72232
"CE";"Catarina";20871
"CE";"Catunda";10376
"CE";"Caucaia";365212
"CE";"Cedro";25585
"CE";"Chaval";13091
"CE";"Choró";13565
"CE";"Chorozinho";20274
"CE";"Coreaú";23239
"CE";"Crateús";75159
"CE";"Crato";133031
"CE";"Croatá";18133
"CE";"Cruz";24977
"CE";"Deputado Irapuan Pinheiro";9662
"CE";"Ereré";7225
"CE";"Eusébio";54337
"CE";"Farias Brito";19389
"CE";"Forquilha";24452
"CE";"Fortaleza";2686612
"CE";"Fortim";16631
"CE";"Frecheirinha";14134
"CE";"General Sampaio";7694
"CE";"Graça";14407
"CE";"Granja";54962
"CE";"Granjeiro";4814
"CE";"Groaíras";11144
"CE";"Guaiúba";26290
"CE";"Guaraciaba do Norte";40784
"CE";"Guaramiranga";5132
"CE";"Hidrolândia";20053
"CE";"Horizonte";68529
"CE";"Ibaretama";13369
"CE";"Ibiapina";25082
"CE";"Ibicuitinga";12629
"CE";"Icapuí";20060
"CE";"Icó";68162
"CE";"Iguatu";103074
"CE";"Independência";26187
"CE";"Ipaporanga";11596
"CE";"Ipaumirim";12485
"CE";"Ipu";42058
"CE";"Ipueiras";38114
"CE";"Iracema";14326
"CE";"Irauçuba";24305
"CE";"Itaiçaba";7866
"CE";"Itaitinga";38325
"CE";"Itapajé";53067
"CE";"Itapipoca";130539
"CE";"Itapiúna";20520
"CE";"Itarema";42215
"CE";"Itatira";21836
"CE";"Jaguaretama";18147
"CE";"Jaguaribara";11492
"CE";"Jaguaribe";34636
"CE";"Jaguaruana";33834
"CE";"Jardim";27181
"CE";"Jati";8130
"CE";"Jijoca de Jericoacoara";20087
"CE";"Juazeiro do Norte";276264
"CE";"Jucás";24892
"CE";"Lavras da Mangabeira";31492
"CE";"Limoeiro do Norte";59890
"CE";"Madalena";19864
"CE";"Maracanaú";229458
"CE";"Maranguape";130346
"CE";"Marco";27595
"CE";"Martinópole";11321
"CE";"Massapê";39044
"CE";"Mauriti";48168
"CE";"Meruoca";15185
"CE";"Milagres";27462
"CE";"Milhã";13142
"CE";"Miraíma";13894
"CE";"Missão Velha";35480
"CE";"Mombaça";43858
"CE";"Monsenhor Tabosa";17249
"CE";"Morada Nova";61738
"CE";"Moraújo";8779
"CE";"Morrinhos";22685
"CE";"Mucambo";14549
"CE";"Mulungu";10941
"CE";"Nova Olinda";15684
"CE";"Nova Russas";32408
"CE";"Novo Oriente";28673
"CE";"Ocara";25833
"CE";"Orós";21384
"CE";"Pacajus";73188
"CE";"Pacatuba";84554
"CE";"Pacoti";12288
"CE";"Pacujá";6549
"CE";"Palhano";9422
"CE";"Palmácia";13439
"CE";"Paracuru";35304
"CE";"Paraipaba";32992
"CE";"Parambu";31455
"CE";"Paramoti";12252
"CE";"Pedra Branca";43309
"CE";"Penaforte";9143
"CE";"Pentecoste";37900
"CE";"Pereiro";16331
"CE";"Pindoretama";20769
"CE";"Piquet Carneiro";17086
"CE";"Pires Ferreira";11001
"CE";"Poranga";12347
"CE";"Porteiras";14958
"CE";"Potengi";11106
"CE";"Potiretama";6437
"CE";"Quiterianópolis";21166
"CE";"Quixadá";88321
"CE";"Quixelô";16147
"CE";"Quixeramobim";81778
"CE";"Quixeré";22293
"CE";"Redenção";29146
"CE";"Reriutaba";18385
"CE";"Russas";78882
"CE";"Saboeiro";15788
"CE";"Salitre";16635
"CE";"Santana do Acaraú";32654
"CE";"Santana do Cariri";17712
"CE";"Santa Quitéria";43711
"CE";"São Benedito";48131
"CE";"São Gonçalo do Amarante";48869
"CE";"São João do Jaguaribe";7601
"CE";"São Luís do Curu";13044
"CE";"Senador Pompeu";25456
"CE";"Senador Sá";7691
"CE";"Sobral";210711
"CE";"Solonópole";18357
"CE";"Tabuleiro do Norte";30807
"CE";"Tamboril";26225
"CE";"Tarrafas";8573
"CE";"Tauá";59062
"CE";"Tejuçuoca";19371
"CE";"Tianguá";76537
"CE";"Trairi";56291
"CE";"Tururu";16431
"CE";"Ubajara";35047
"CE";"Umari";7736
"CE";"Umirim";19903
"CE";"Uruburetama";22040
"CE";"Uruoca";13915
"CE";"Varjota";18471
"CE";"Várzea Alegre";40903
"CE";"Viçosa do Ceará";61410
"RN";"Acari";11121
"RN";"Açu";58384
"RN";"Afonso Bezerra";11029
"RN";"Água Nova";3272
"RN";"Alexandria";13553
"RN";"Almino Afonso";4710
"RN";"Alto do Rodrigues";14728
"RN";"Angicos";11705
"RN";"Antônio Martins";7154
"RN";"Apodi";35874
"RN";"Areia Branca";27967
"RN";"Arês";14417
"RN";"Campo Grande";9670
"RN";"Baía Formosa";9322
"RN";"Baraúna";28747
"RN";"Barcelona";3994
"RN";"Bento Fernandes";5525
"RN";"Bodó";2197
"RN";"Bom Jesus";10267
"RN";"Brejinho";12787
"RN";"Caiçara do Norte";6561
"RN";"Caiçara do Rio do Vento";3715
"RN";"Caicó";68343
"RN";"Campo Redondo";11291
"RN";"Canguaretama";34548
"RN";"Caraúbas";20541
"RN";"Carnaúba dos Dantas";8239
"RN";"Carnaubais";10867
"RN";"Ceará-Mirim";73886
"RN";"Cerro Corá";11181
"RN";"Coronel Ezequiel";5504
"RN";"Coronel João Pessoa";4915
"RN";"Cruzeta";7983
"RN";"Currais Novos";44905
"RN";"Doutor Severiano";7072
"RN";"Parnamirim";267036
"RN";"Encanto";5668
"RN";"Equador";6054
"RN";"Espírito Santo";10484
"RN";"Extremoz";28936
"RN";"Felipe Guerra";5997
"RN";"Fernando Pedroza";3067
"RN";"Florânia";9786
"RN";"Francisco Dantas";2813
"RN";"Frutuoso Gomes";4041
"RN";"Galinhos";2845
"RN";"Goianinha";26669
"RN";"Governador Dix-Sept Rosado";13076
"RN";"Grossos";10463
"RN";"Guamaré";15963
"RN";"Ielmo Marinho";13901
"RN";"Ipanguaçu";15626
"RN";"Ipueira";2253
"RN";"Itajá";7595
"RN";"Itaú";5897
"RN";"Jaçanã";9238
"RN";"Jandaíra";6893
"RN";"Janduís";5248
"RN";"Januário Cicco";10275
"RN";"Japi";4995
"RN";"Jardim de Angicos";2606
"RN";"Jardim de Piranhas";14942
"RN";"Jardim do Seridó";12396
"RN";"João Câmara";35160
"RN";"João Dias";2654
"RN";"José da Penha";5946
"RN";"Jucurutu";18315
"RN";"Jundiá";3922
"RN";"Lagoa d'Anta";6811
"RN";"Lagoa de Pedras";7584
"RN";"Lagoa de Velhos";2732
"RN";"Lagoa Nova";15749
"RN";"Lagoa Salgada";8297
"RN";"Lajes";11344
"RN";"Lajes Pintadas";4763
"RN";"Lucrécia";4025
"RN";"Luís Gomes";10146
"RN";"Macaíba";81821
"RN";"Macau";32039
"RN";"Major Sales";4062
"RN";"Marcelino Vieira";8336
"RN";"Martins";8758
"RN";"Maxaranguape";12544
"RN";"Messias Targino";4634
"RN";"Montanhas";11208
"RN";"Monte Alegre";22576
"RN";"Monte das Gameleiras";2084
"RN";"Mossoró";300618
"RN";"Natal";890480
"RN";"Nísia Floresta";27938
"RN";"Nova Cruz";37450
"RN";"Olho-d'Água do Borges";4244
"RN";"Ouro Branco";4813
"RN";"Paraná";4276
"RN";"Paraú";3750
"RN";"Parazinho";5272
"RN";"Parelhas";21545
"RN";"Rio do Fogo";10905
"RN";"Passa e Fica";13474
"RN";"Passagem";3102
"RN";"Patu";12809
"RN";"Santa Maria";5621
"RN";"Pau dos Ferros";30600
"RN";"Pedra Grande";3199
"RN";"Pedra Preta";2438
"RN";"Pedro Avelino";6653
"RN";"Pedro Velho";14844
"RN";"Pendências";15272
"RN";"Pilões";3869
"RN";"Poço Branco";15531
"RN";"Portalegre";7906
"RN";"Porto do Mangue";6522
"RN";"Serra Caiada";10522
"RN";"Pureza";9724
"RN";"Rafael Fernandes";5128
"RN";"Rafael Godeiro";3208
"RN";"Riacho da Cruz";3614
"RN";"Riacho de Santana";4199
"RN";"Riachuelo";8220
"RN";"Rodolfo Fernandes";4462
"RN";"Tibau";4140
"RN";"Ruy Barbosa";3592
"RN";"Santa Cruz";39988
"RN";"Santana do Matos";11956
"RN";"Santana do Seridó";2689
"RN";"Santo Antônio";24280
"RN";"São Bento do Norte";2717
"RN";"São Bento do Trairí";4495
"RN";"São Fernando";3595
"RN";"São Francisco do Oeste";4255
"RN";"São Gonçalo do Amarante";103672
"RN";"São João do Sabugi";6207
"RN";"São José de Mipibu";44236
"RN";"São José do Campestre";12879
"RN";"São José do Seridó";4665
"RN";"São Miguel";23655
"RN";"São Miguel do Gostoso";10362
"RN";"São Paulo do Potengi";17720
"RN";"São Pedro";5930
"RN";"São Rafael";8192
"RN";"São Tomé";11053
"RN";"São Vicente";6450
"RN";"Senador Elói de Souza";6127
"RN";"Senador Georgino Avelino";4484
"RN";"Serra de São Bento";5751
"RN";"Serra do Mel";12083
"RN";"Serra Negra do Norte";8092
"RN";"Serrinha";6178
"RN";"Serrinha dos Pintos";4816
"RN";"Severiano Melo";2088
"RN";"Sítio Novo";5561
"RN";"Taboleiro Grande";2586
"RN";"Taipu";12297
"RN";"Tangará";15869
"RN";"Tenente Ananias";10855
"RN";"Tenente Laurentino Cruz";6019
"RN";"Tibau do Sul";14440
"RN";"Timbaúba dos Batistas";2421
"RN";"Touros";33503
"RN";"Triunfo Potiguar";3216
"RN";"Umarizal";10520
"RN";"Upanema";14800
"RN";"Várzea";5515
"RN";"Venha-Ver";4205
"RN";"Vera Cruz";12637
"RN";"Viçosa";1725
"RN";"Vila Flor";3194
"PB";"Água Branca";10306
"PB";"Aguiar";5630
"PB";"Alagoa Grande";28439
"PB";"Alagoa Nova";20921
"PB";"Alagoinha";14560
"PB";"Alcantil";5509
"PB";"Algodão de Jandaíra";2577
"PB";"Alhandra";19727
"PB";"São João do Rio do Peixe";18026
"PB";"Amparo";2251
"PB";"Aparecida";8416
"PB";"Araçagi";16921
"PB";"Arara";13542
"PB";"Araruna";20463
"PB";"Areia";22656
"PB";"Areia de Baraúnas";2116
"PB";"Areial";7027
"PB";"Aroeiras";19116
"PB";"Assunção";4029
"PB";"Baía da Traição";9096
"PB";"Bananeiras";21269
"PB";"Baraúna";4964
"PB";"Barra de Santana";8349
"PB";"Barra de Santa Rosa";15497
"PB";"Barra de São Miguel";6065
"PB";"Bayeux";97203
"PB";"Belém";17705
"PB";"Belém do Brejo do Cruz";7349
"PB";"Bernardino Batista";3536
"PB";"Boa Ventura";5307
"PB";"Boa Vista";7136
"PB";"Bom Jesus";2575
"PB";"Bom Sucesso";4956
"PB";"Bonito de Santa Fé";12022
"PB";"Boqueirão";17870
"PB";"Igaracy";6105
"PB";"Borborema";5287
"PB";"Brejo do Cruz";14206
"PB";"Brejo dos Santos";6464
"PB";"Caaporã";21955
"PB";"Cabaceiras";5661
"PB";"Cabedelo";68767
"PB";"Cachoeira dos Índios";10305
"PB";"Cacimba de Areia";3695
"PB";"Cacimba de Dentro";17178
"PB";"Cacimbas";7199
"PB";"Caiçara";7191
"PB";"Cajazeiras";62289
"PB";"Cajazeirinhas";3205
"PB";"Caldas Brandão";6046
"PB";"Camalaú";6031
"PB";"Campina Grande";411807
"PB";"Capim";6620
"PB";"Caraúbas";4185
"PB";"Carrapateira";2687
"PB";"Casserengue";7499
"PB";"Catingueira";4935
"PB";"Catolé do Rocha";30684
"PB";"Caturité";4875
"PB";"Conceição";19007
"PB";"Condado";6658
"PB";"Conde";25010
"PB";"Congo";4787
"PB";"Coremas";15441
"PB";"Coxixola";1935
"PB";"Cruz do Espírito Santo";17461
"PB";"Cubati";7832
"PB";"Cuité";20334
"PB";"Cuitegi";6775
"PB";"Cuité de Mamanguape";6356
"PB";"Curral de Cima";5218
"PB";"Curral Velho";2512
"PB";"Damião";5370
"PB";"Desterro";8315
"PB";"Vista Serrana";3824
"PB";"Diamante";6528
"PB";"Dona Inês";10413
"PB";"Duas Estradas";3582
"PB";"Emas";3539
"PB";"Esperança";33199
"PB";"Fagundes";11215
"PB";"Frei Martinho";2989
"PB";"Gado Bravo";8303
"PB";"Guarabira";59115
"PB";"Gurinhém";14127
"PB";"Gurjão";3453
"PB";"Ibiara";5903
"PB";"Imaculada";11848
"PB";"Ingá";18144
"PB";"Itabaiana";24419
"PB";"Itaporanga";24828
"PB";"Itapororoca";18823
"PB";"Itatuba";11016
"PB";"Jacaraú";14450
"PB";"Jericó";7745
"PB";"João Pessoa";817511
"PB";"Juarez Távora";7976
"PB";"Juazeirinho";18298
"PB";"Junco do Seridó";7195
"PB";"Juripiranga";10793
"PB";"Juru";9849
"PB";"Lagoa";4653
"PB";"Lagoa de Dentro";7737
"PB";"Lagoa Seca";27617
"PB";"Lastro";2718
"PB";"Livramento";7265
"PB";"Logradouro";4369
"PB";"Lucena";13214
"PB";"Mãe d'Água";3999
"PB";"Malta";5752
"PB";"Mamanguape";45136
"PB";"Manaíra";10972
"PB";"Marcação";8653
"PB";"Mari";21866
"PB";"Marizópolis";6654
"PB";"Massaranduba";13998
"PB";"Mataraca";8539
"PB";"Matinhas";4515
"PB";"Mato Grosso";2926
"PB";"Maturéia";6630
"PB";"Mogeiro";13261
"PB";"Montadas";5738
"PB";"Monte Horebe";4842
"PB";"Monteiro";33433
"PB";"Mulungu";9932
"PB";"Natuba";10451
"PB";"Nazarezinho";7286
"PB";"Nova Floresta";10626
"PB";"Nova Olinda";5920
"PB";"Nova Palmeira";4959
"PB";"Olho d'Água";6462
"PB";"Olivedos";3961
"PB";"Ouro Velho";3046
"PB";"Parari";1758
"PB";"Passagem";2436
"PB";"Patos";108192
"PB";"Paulista";12379
"PB";"Pedra Branca";3802
"PB";"Pedra Lavrada";7899
"PB";"Pedras de Fogo";28533
"PB";"Piancó";16111
"PB";"Picuí";18720
"PB";"Pilar";11977
"PB";"Pilões";6576
"PB";"Pilõezinhos";4955
"PB";"Pirpirituba";10584
"PB";"Pitimbu";19275
"PB";"Pocinhos";18708
"PB";"Poço Dantas";3882
"PB";"Poço de José de Moura";4337
"PB";"Pombal";32802
"PB";"Prata";4238
"PB";"Princesa Isabel";23549
"PB";"Puxinanã";13741
"PB";"Queimadas";44179
"PB";"Quixaba";1983
"PB";"Remígio";19798
"PB";"Pedro Régis";6114
"PB";"Riachão";3619
"PB";"Riachão do Bacamarte";4541
"PB";"Riachão do Poço";4540
"PB";"Riacho de Santo Antônio";1974
"PB";"Riacho dos Cavalos";8541
"PB";"Rio Tinto";24218
"PB";"Salgadinho";3931
"PB";"Salgado de São Félix";12131
"PB";"Santa Cecília";6541
"PB";"Santa Cruz";6581
"PB";"Santa Helena";5871
"PB";"Santa Inês";3593
"PB";"Santa Luzia";15426
"PB";"Santana de Mangueira";5129
"PB";"Santana dos Garrotes";6986
"PB";"Joca Claudino";2639
"PB";"Santa Rita";137349
"PB";"Santa Teresinha";4562
"PB";"Santo André";2509
"PB";"São Bento";34344
"PB";"São Bentinho";4566
"PB";"São Domingos do Cariri";2630
"PB";"São Domingos";3097
"PB";"São Francisco";3384
"PB";"São João do Cariri";4184
"PB";"São João do Tigre";4415
"PB";"São José da Lagoa Tapada";7626
"PB";"São José de Caiana";6376
"PB";"São José de Espinharas";4656
"PB";"São José dos Ramos";5998
"PB";"São José de Piranhas";20329
"PB";"São José de Princesa";3950
"PB";"São José do Bonfim";3588
"PB";"São José do Brejo do Cruz";1811
"PB";"São José do Sabugi";4147
"PB";"São José dos Cordeiros";3618
"PB";"São Mamede";7702
"PB";"São Miguel de Taipu";7410
"PB";"São Sebastião de Lagoa de Roça";11728
"PB";"São Sebastião do Umbuzeiro";3512
"PB";"Sapé";52804
"PB";"São Vicente do Seridó";10848
"PB";"Serra Branca";13754
"PB";"Serra da Raiz";3131
"PB";"Serra Grande";2916
"PB";"Serra Redonda";7021
"PB";"Serraria";6068
"PB";"Sertãozinho";5089
"PB";"Sobrado";7815
"PB";"Solânea";26227
"PB";"Soledade";15102
"PB";"Sossêgo";3594
"PB";"Sousa";69723
"PB";"Sumé";17031
"PB";"Tacima";10969
"PB";"Taperoá";15441
"PB";"Tavares";14759
"PB";"Teixeira";15248
"PB";"Tenório";3081
"PB";"Triunfo";9464
"PB";"Uiraúna";15300
"PB";"Umbuzeiro";9911
"PB";"Várzea";2841
"PB";"Vieirópolis";5372
"PB";"Zabelê";2255
"PE";"Abreu e Lima";100346
"PE";"Afogados da Ingazeira";37404
"PE";"Afrânio";19810
"PE";"Agrestina";25065
"PE";"Água Preta";37082
"PE";"Águas Belas";43686
"PE";"Alagoinha";14718
"PE";"Aliança";38397
"PE";"Altinho";22984
"PE";"Amaraji";22870
"PE";"Angelim";11226
"PE";"Araçoiaba";20733
"PE";"Araripina";84864
"PE";"Arcoverde";74822
"PE";"Barra de Guabiraba";14510
"PE";"Barreiros";42764
"PE";"Belém de Maria";12122
"PE";"Belém do São Francisco";20730
"PE";"Belo Jardim";76687
"PE";"Betânia";12765
"PE";"Bezerros";60880
"PE";"Bodocó";38378
"PE";"Bom Conselho";48767
"PE";"Bom Jardim";39983
"PE";"Bonito";38117
"PE";"Brejão";8987
"PE";"Brejinho";7488
"PE";"Brejo da Madre de Deus";51225
"PE";"Buenos Aires";13190
"PE";"Buíque";58919
"PE";"Cabo de Santo Agostinho";208944
"PE";"Cabrobó";34503
"PE";"Cachoeirinha";20501
"PE";"Caetés";28904
"PE";"Calçado";11018
"PE";"Calumbi";5747
"PE";"Camaragibe";158899
"PE";"Camocim de São Félix";18900
"PE";"Camutanga";8572
"PE";"Canhotinho";24773
"PE";"Capoeiras";20048
"PE";"Carnaíba";19609
"PE";"Carnaubeira da Penha";13025
"PE";"Carpina";84395
"PE";"Caruaru";365278
"PE";"Casinhas";14368
"PE";"Catende";43340
"PE";"Cedro";11891
"PE";"Chã de Alegria";13556
"PE";"Chã Grande";21815
"PE";"Condado";26590
"PE";"Correntes";18268
"PE";"Cortês";12560
"PE";"Cumaru";10192
"PE";"Cupira";24173
"PE";"Custódia";37375
"PE";"Dormentes";19079
"PE";"Escada";69292
"PE";"Exu";31766
"PE";"Feira Nova";22247
"PE";"Fernando de Noronha";3101
"PE";"Ferreiros";12170
"PE";"Flores";22618
"PE";"Floresta";33184
"PE";"Frei Miguelinho";15546
"PE";"Gameleira";31318
"PE";"Garanhuns";140577
"PE";"Glória do Goitá";30751
"PE";"Goiana";80055
"PE";"Granito";7537
"PE";"Gravatá";84699
"PE";"Iati";19241
"PE";"Ibimirim";29412
"PE";"Ibirajuba";7768
"PE";"Igarassu";118370
"PE";"Iguaracy";12247
"PE";"Inajá";23645
"PE";"Ingazeira";4543
"PE";"Ipojuca";97669
"PE";"Ipubi";31187
"PE";"Itacuruba";4966
"PE";"Itaíba";26308
"PE";"Ilha de Itamaracá";26672
"PE";"Itambé";36471
"PE";"Itapetim";13553
"PE";"Itapissuma";26900
"PE";"Itaquitinga";17006
"PE";"Jaboatão dos Guararapes";706867
"PE";"Jaqueira";11644
"PE";"Jataúba";17228
"PE";"Jatobá";14850
"PE";"João Alfredo";33328
"PE";"Joaquim Nabuco";16011
"PE";"Jucati";11485
"PE";"Jupi";14922
"PE";"Jurema";15431
"PE";"Lagoa do Carro";18252
"PE";"Lagoa de Itaenga";21460
"PE";"Lagoa do Ouro";13224
"PE";"Lagoa dos Gatos";16318
"PE";"Lagoa Grande";25849
"PE";"Lajedo";40589
"PE";"Limoeiro";56198
"PE";"Macaparana";25472
"PE";"Machados";16321
"PE";"Manari";21776
"PE";"Maraial";11220
"PE";"Mirandiba";15470
"PE";"Moreno";63294
"PE";"Nazaré da Mata";32573
"PE";"Olinda";393115
"PE";"Orobó";23935
"PE";"Orocó";15152
"PE";"Ouricuri";69969
"PE";"Palmares";63500
"PE";"Palmeirina";7600
"PE";"Panelas";26456
"PE";"Paranatama";11566
"PE";"Parnamirim";22106
"PE";"Passira";28894
"PE";"Paudalho";56933
"PE";"Paulista";334376
"PE";"Pedra";22668
"PE";"Pesqueira";67735
"PE";"Petrolândia";36901
"PE";"Petrolina";354317
"PE";"Poção";11305
"PE";"Pombos";27148
"PE";"Primavera";15101
"PE";"Quipapá";26175
"PE";"Quixaba";6805
"PE";"Recife";1653461
"PE";"Riacho das Almas";20646
"PE";"Ribeirão";47616
"PE";"Rio Formoso";23628
"PE";"Sairé";9764
"PE";"Salgadinho";11068
"PE";"Salgueiro";61249
"PE";"Saloá";15862
"PE";"Sanharó";26890
"PE";"Santa Cruz";15558
"PE";"Santa Cruz da Baixa Verde";12650
"PE";"Santa Cruz do Capibaribe";109897
"PE";"Santa Filomena";14562
"PE";"Santa Maria da Boa Vista";42100
"PE";"Santa Maria do Cambucá";14223
"PE";"Santa Terezinha";11865
"PE";"São Benedito do Sul";16069
"PE";"São Bento do Una";60042
"PE";"São Caitano";37368
"PE";"São João";22899
"PE";"São Joaquim do Monte";21398
"PE";"São José da Coroa Grande";21586
"PE";"São José do Belmonte";34021
"PE";"São José do Egito";34056
"PE";"São Lourenço da Mata";114079
"PE";"São Vicente Férrer";18085
"PE";"Serra Talhada";86915
"PE";"Serrita";19196
"PE";"Sertânia";36050
"PE";"Sirinhaém";46361
"PE";"Moreilândia";11270
"PE";"Solidão";6021
"PE";"Surubim";65647
"PE";"Tabira";28704
"PE";"Tacaimbó";12859
"PE";"Tacaratu";26106
"PE";"Tamandaré";23623
"PE";"Taquaritinga do Norte";29127
"PE";"Terezinha";7198
"PE";"Terra Nova";10206
"PE";"Timbaúba";52802
"PE";"Toritama";46164
"PE";"Tracunhaém";13813
"PE";"Trindade";30816
"PE";"Triunfo";15243
"PE";"Tupanatinga";27551
"PE";"Tuparetama";8256
"PE";"Venturosa";18661
"PE";"Verdejante";9553
"PE";"Vertente do Lério";7571
"PE";"Vertentes";20954
"PE";"Vicência";32772
"PE";"Vitória de Santo Antão";139583
"PE";"Xexéu";14757
"AL";"Água Branca";20230
"AL";"Anadia";17526
"AL";"Arapiraca";233047
"AL";"Atalaia";47365
"AL";"Barra de Santo Antônio";16068
"AL";"Barra de São Miguel";8378
"AL";"Batalha";18338
"AL";"Belém";4284
"AL";"Belo Monte";6710
"AL";"Boca da Mata";27356
"AL";"Branquinha";10460
"AL";"Cacimbinhas";10889
"AL";"Cajueiro";21331
"AL";"Campestre";6954
"AL";"Campo Alegre";57537
"AL";"Campo Grande";9567
"AL";"Canapi";17719
"AL";"Capela";16979
"AL";"Carneiros";9159
"AL";"Chã Preta";7311
"AL";"Coité do Nóia";10643
"AL";"Colônia Leopoldina";21818
"AL";"Coqueiro Seco";5864
"AL";"Coruripe";57294
"AL";"Craíbas";24309
"AL";"Delmiro Gouveia";52262
"AL";"Dois Riachos";11067
"AL";"Estrela de Alagoas";18255
"AL";"Feira Grande";22178
"AL";"Feliz Deserto";4779
"AL";"Flexeiras";12807
"AL";"Girau do Ponciano";41237
"AL";"Ibateguara";15627
"AL";"Igaci";25613
"AL";"Igreja Nova";24586
"AL";"Inhapi";18392
"AL";"Jacaré dos Homens";5219
"AL";"Jacuípe";7006
"AL";"Japaratinga";8403
"AL";"Jaramataia";5761
"AL";"Jequiá da Praia";11536
"AL";"Joaquim Gomes";24081
"AL";"Jundiá";4137
"AL";"Junqueiro";24722
"AL";"Lagoa da Canoa";17771
"AL";"Limoeiro de Anadia";28771
"AL";"Maceió";1025360
"AL";"Major Isidoro";19864
"AL";"Maragogi";33032
"AL";"Maravilha";9004
"AL";"Marechal Deodoro";52380
"AL";"Maribondo";13193
"AL";"Mar Vermelho";3494
"AL";"Mata Grande";25207
"AL";"Matriz de Camaragibe";24634
"AL";"Messias";18031
"AL";"Minador do Negrão";5322
"AL";"Monteirópolis";7165
"AL";"Murici";28333
"AL";"Novo Lino";12764
"AL";"Olho d'Água das Flores";21738
"AL";"Olho d'Água do Casado";9441
"AL";"Olho d'Água Grande";5128
"AL";"Olivença";11657
"AL";"Ouro Branco";11535
"AL";"Palestina";5037
"AL";"Palmeira dos Índios";73337
"AL";"Pão de Açúcar";24351
"AL";"Pariconha";10539
"AL";"Paripueira";13332
"AL";"Passo de Camaragibe";15258
"AL";"Paulo Jacinto";7560
"AL";"Penedo";63846
"AL";"Piaçabuçu";17848
"AL";"Pilar";35212
"AL";"Pindoba";2905
"AL";"Piranhas";25183
"AL";"Poço das Trincheiras";14418
"AL";"Porto Calvo";27249
"AL";"Porto de Pedras";7701
"AL";"Porto Real do Colégio";20112
"AL";"Quebrangulo";11248
"AL";"Rio Largo";75394
"AL";"Roteiro";6649
"AL";"Santa Luzia do Norte";7320
"AL";"Santana do Ipanema";47819
"AL";"Santana do Mundaú";10687
"AL";"São Brás";6969
"AL";"São José da Laje";23996
"AL";"São José da Tapera";32405
"AL";"São Luís do Quitunde";34692
"AL";"São Miguel dos Campos";61797
"AL";"São Miguel dos Milagres";8013
"AL";"São Sebastião";34290
"AL";"Satuba";13936
"AL";"Senador Rui Palmeira";13921
"AL";"Tanque d'Arca";6138
"AL";"Taquarana";20072
"AL";"Teotônio Vilela";44372
